country, quarter, value$
"United States", "1992-Q1", 7.366667
"United States", "1992-Q2", 7.6
"United States", "1992-Q3", 7.633333
"United States", "1992-Q4", 7.366667
"United States", "1993-Q1", 7.133333
"United States", "1993-Q2", 7.066667
"United States", "1993-Q3", 6.8
"United States", "1993-Q4", 6.633333
"United States", "1994-Q1", 6.566667
"United States", "1994-Q2", 6.2
"United States", "1994-Q3", 6.0
"United States", "1994-Q4", 5.633333
"United States", "1995-Q1", 5.466667
"United States", "1995-Q2", 5.666667
"United States", "1995-Q3", 5.666667
"United States", "1995-Q4", 5.566667
"United States", "1996-Q1", 5.533333
"United States", "1996-Q2", 5.5
"United States", "1996-Q3", 5.266667
"United States", "1996-Q4", 5.333333
"United States", "1997-Q1", 5.233333
"United States", "1997-Q2", 5.0
"United States", "1997-Q3", 4.866667
"United States", "1997-Q4", 4.666667
"United States", "1998-Q1", 4.633333
"United States", "1998-Q2", 4.4
"United States", "1998-Q3", 4.533333
"United States", "1998-Q4", 4.433333
"United States", "1999-Q1", 4.3
"United States", "1999-Q2", 4.266667
"United States", "1999-Q3", 4.233333
"United States", "1999-Q4", 4.066667
"United States", "2000-Q1", 4.033333
"United States", "2000-Q2", 3.933333
"United States", "2000-Q3", 4.0
"United States", "2000-Q4", 3.9
"United States", "2001-Q1", 4.233333
"United States", "2001-Q2", 4.4
"United States", "2001-Q3", 4.833333
"United States", "2001-Q4", 5.5
"United States", "2002-Q1", 5.7
"United States", "2002-Q2", 5.833333
"United States", "2002-Q3", 5.733333
"United States", "2002-Q4", 5.866667
"United States", "2003-Q1", 5.866667
"United States", "2003-Q2", 6.133333
"United States", "2003-Q3", 6.133333
"United States", "2003-Q4", 5.833333
"United States", "2004-Q1", 5.7
"United States", "2004-Q2", 5.6
"United States", "2004-Q3", 5.433333
"United States", "2004-Q4", 5.433333
"United States", "2005-Q1", 5.3
"United States", "2005-Q2", 5.1
"United States", "2005-Q3", 4.966667
"United States", "2005-Q4", 4.966667
"United States", "2006-Q1", 4.733333
"United States", "2006-Q2", 4.633333
"United States", "2006-Q3", 4.633333
"United States", "2006-Q4", 4.433333
"United States", "2007-Q1", 4.5
"United States", "2007-Q2", 4.5
"United States", "2007-Q3", 4.666667
"United States", "2007-Q4", 4.8
"United States", "2008-Q1", 5.0
"United States", "2008-Q2", 5.333333
"United States", "2008-Q3", 6.0
"United States", "2008-Q4", 6.866667
"United States", "2009-Q1", 8.266666
"United States", "2009-Q2", 9.3
"United States", "2009-Q3", 9.633333
"United States", "2009-Q4", 9.933333
"United States", "2010-Q1", 9.833333
"United States", "2010-Q2", 9.633333
"United States", "2010-Q3", 9.466666
"United States", "2010-Q4", 9.5
"United States", "2011-Q1", 9.033334
"United States", "2011-Q2", 9.066667
"United States", "2011-Q3", 9.0
"United States", "2011-Q4", 8.633333
"United States", "2012-Q1", 8.266666
"United States", "2012-Q2", 8.2
"United States", "2012-Q3", 8.033334
"United States", "2012-Q4", 7.8
"United States", "2013-Q1", 7.733333
"United States", "2013-Q2", 7.533333
"United States", "2013-Q3", 7.266667
"United States", "2013-Q4", 6.933333
"United States", "2014-Q1", 6.666667
"United States", "2014-Q2", 6.2
"United States", "2014-Q3", 6.1
"United States", "2014-Q4", 5.7
"United States", "2015-Q1", 5.533333
"United States", "2015-Q2", 5.4
"United States", "2015-Q3", 5.1
"United States", "2015-Q4", 5.0
"United States", "2016-Q1", 4.933333
"United States", "2016-Q2", 4.866667
"United States", "2016-Q3", 4.9
"United States", "2016-Q4", 4.7
"Chile", "1986-Q1", 13.92582
"Chile", "1986-Q2", 12.02638
"Chile", "1986-Q3", 11.29888
"Chile", "1986-Q4", 11.25833
"Chile", "1987-Q1", 11.06711
"Chile", "1987-Q2", 11.37379
"Chile", "1987-Q3", 10.8537
"Chile", "1987-Q4", 10.35699
"Chile", "1988-Q1", 10.45924
"Chile", "1988-Q2", 10.25419
"Chile", "1988-Q3", 9.619694
"Chile", "1988-Q4", 8.61362
"Chile", "1989-Q1", 8.203485
"Chile", "1989-Q2", 8.199194
"Chile", "1989-Q3", 7.505675
"Chile", "1989-Q4", 7.697237
"Chile", "1990-Q1", 7.407056
"Chile", "1990-Q2", 7.87294
"Chile", "1990-Q3", 7.688079
"Chile", "1990-Q4", 8.041903
"Chile", "1991-Q1", 8.281322
"Chile", "1991-Q2", 7.99691
"Chile", "1991-Q3", 8.601625
"Chile", "1991-Q4", 7.662006
"Chile", "1992-Q1", 7.072793
"Chile", "1992-Q2", 6.376976
"Chile", "1992-Q3", 6.562159
"Chile", "1992-Q4", 6.694463
"Chile", "1993-Q1", 6.594737
"Chile", "1993-Q2", 6.237105
"Chile", "1993-Q3", 6.470443
"Chile", "1993-Q4", 6.920519
"Chile", "1994-Q1", 7.345977
"Chile", "1994-Q2", 7.648346
"Chile", "1994-Q3", 7.86034
"Chile", "1994-Q4", 8.396791
"Chile", "1995-Q1", 7.671139
"Chile", "1995-Q2", 7.408845
"Chile", "1995-Q3", 7.044301
"Chile", "1995-Q4", 7.120253
"Chile", "1996-Q1", 6.874569
"Chile", "1996-Q2", 6.286848
"Chile", "1996-Q3", 6.251561
"Chile", "1996-Q4", 5.880383
"Chile", "1997-Q1", 6.109884
"Chile", "1997-Q2", 6.293193
"Chile", "1997-Q3", 6.189778
"Chile", "1997-Q4", 5.832487
"Chile", "1998-Q1", 5.555676
"Chile", "1998-Q2", 5.850024
"Chile", "1998-Q3", 6.329685
"Chile", "1998-Q4", 7.988854
"Chile", "1999-Q1", 8.832703
"Chile", "1999-Q2", 10.58026
"Chile", "1999-Q3", 10.87998
"Chile", "1999-Q4", 10.13604
"Chile", "2000-Q1", 9.023242
"Chile", "2000-Q2", 9.35286
"Chile", "2000-Q3", 10.46549
"Chile", "2000-Q4", 9.748359
"Chile", "2001-Q1", 9.962555
"Chile", "2001-Q2", 9.867283
"Chile", "2001-Q3", 10.05698
"Chile", "2001-Q4", 9.493582
"Chile", "2002-Q1", 10.03854
"Chile", "2002-Q2", 9.764581
"Chile", "2002-Q3", 9.838485
"Chile", "2002-Q4", 9.561125
"Chile", "2003-Q1", 9.59406
"Chile", "2003-Q2", 9.559467
"Chile", "2003-Q3", 9.68267
"Chile", "2003-Q4", 9.298513
"Chile", "2004-Q1", 9.525162
"Chile", "2004-Q2", 10.35544
"Chile", "2004-Q3", 10.34953
"Chile", "2004-Q4", 9.751132
"Chile", "2005-Q1", 9.371917
"Chile", "2005-Q2", 9.569829
"Chile", "2005-Q3", 9.227986
"Chile", "2005-Q4", 8.718719
"Chile", "2006-Q1", 8.57651
"Chile", "2006-Q2", 8.469689
"Chile", "2006-Q3", 7.472567
"Chile", "2006-Q4", 6.599161
"Chile", "2007-Q1", 6.883414
"Chile", "2007-Q2", 6.522
"Chile", "2007-Q3", 7.311215
"Chile", "2007-Q4", 7.887964
"Chile", "2008-Q1", 7.681211
"Chile", "2008-Q2", 7.983274
"Chile", "2008-Q3", 7.409136
"Chile", "2008-Q4", 8.153271
"Chile", "2009-Q1", 9.335106
"Chile", "2009-Q2", 10.21284
"Chile", "2009-Q3", 9.783311
"Chile", "2009-Q4", 9.35603
"Chile", "2010-Q1", 9.135479
"Chile", "2010-Q2", 8.107675
"Chile", "2010-Q3", 7.652139
"Chile", "2010-Q4", 7.713431
"Chile", "2011-Q1", 7.348921
"Chile", "2011-Q2", 6.864364
"Chile", "2011-Q3", 7.150395
"Chile", "2011-Q4", 7.130131
"Chile", "2012-Q1", 6.623433
"Chile", "2012-Q2", 6.300521
"Chile", "2012-Q3", 6.289698
"Chile", "2012-Q4", 6.530929
"Chile", "2013-Q1", 6.228664
"Chile", "2013-Q2", 5.917788
"Chile", "2013-Q3", 5.501457
"Chile", "2013-Q4", 6.114049
"Chile", "2014-Q1", 6.486062
"Chile", "2014-Q2", 6.183893
"Chile", "2014-Q3", 6.416752
"Chile", "2014-Q4", 6.497707
"Chile", "2015-Q1", 6.161885
"Chile", "2015-Q2", 6.243835
"Chile", "2015-Q3", 6.21725
"Chile", "2015-Q4", 6.23389
"Chile", "2016-Q1", 6.296168
"Chile", "2016-Q2", 6.586787
"Chile", "2016-Q3", 6.52938
"Chile", "2016-Q4", 6.542887
"Estonia", "1997-Q1", 10.2
"Estonia", "1997-Q2", 9.7
"Estonia", "1997-Q3", 9.5
"Estonia", "1997-Q4", 9.2
"Estonia", "1998-Q1", 9.2
"Estonia", "1998-Q2", 9.1
"Estonia", "1998-Q3", 9.1
"Estonia", "1998-Q4", 9.3
"Estonia", "1999-Q1", 10.1
"Estonia", "1999-Q2", 11.1
"Estonia", "1999-Q3", 11.8
"Estonia", "1999-Q4", 12.4
"Estonia", "2000-Q1", 14.36667
"Estonia", "2000-Q2", 14.13333
"Estonia", "2000-Q3", 14.13333
"Estonia", "2000-Q4", 14.26667
"Estonia", "2001-Q1", 14.1
"Estonia", "2001-Q2", 13.56667
"Estonia", "2001-Q3", 12.8
"Estonia", "2001-Q4", 11.66667
"Estonia", "2002-Q1", 11.46667
"Estonia", "2002-Q2", 10.8
"Estonia", "2002-Q3", 11.3
"Estonia", "2002-Q4", 11.73333
"Estonia", "2003-Q1", 11.23333
"Estonia", "2003-Q2", 10.96667
"Estonia", "2003-Q3", 9.9
"Estonia", "2003-Q4", 9.7
"Estonia", "2004-Q1", 10.1
"Estonia", "2004-Q2", 9.733334
"Estonia", "2004-Q3", 10.2
"Estonia", "2004-Q4", 9.766666
"Estonia", "2005-Q1", 9.033334
"Estonia", "2005-Q2", 8.066667
"Estonia", "2005-Q3", 7.7
"Estonia", "2005-Q4", 7.2
"Estonia", "2006-Q1", 6.366667
"Estonia", "2006-Q2", 6.2
"Estonia", "2006-Q3", 5.8
"Estonia", "2006-Q4", 5.433333
"Estonia", "2007-Q1", 5.0
"Estonia", "2007-Q2", 4.833333
"Estonia", "2007-Q3", 4.1
"Estonia", "2007-Q4", 4.033333
"Estonia", "2008-Q1", 4.333333
"Estonia", "2008-Q2", 4.333333
"Estonia", "2008-Q3", 6.366667
"Estonia", "2008-Q4", 7.933333
"Estonia", "2009-Q1", 10.6
"Estonia", "2009-Q2", 13.06667
"Estonia", "2009-Q3", 14.83333
"Estonia", "2009-Q4", 16.0
"Estonia", "2010-Q1", 18.33333
"Estonia", "2010-Q2", 18.3
"Estonia", "2010-Q3", 15.96667
"Estonia", "2010-Q4", 14.2
"Estonia", "2011-Q1", 13.66667
"Estonia", "2011-Q2", 13.1
"Estonia", "2011-Q3", 11.5
"Estonia", "2011-Q4", 11.3
"Estonia", "2012-Q1", 10.66667
"Estonia", "2012-Q2", 10.2
"Estonia", "2012-Q3", 9.833333
"Estonia", "2012-Q4", 9.3
"Estonia", "2013-Q1", 9.266666
"Estonia", "2013-Q2", 8.133333
"Estonia", "2013-Q3", 8.2
"Estonia", "2013-Q4", 8.666667
"Estonia", "2014-Q1", 8.033334
"Estonia", "2014-Q2", 7.3
"Estonia", "2014-Q3", 7.633333
"Estonia", "2014-Q4", 6.566667
"Estonia", "2015-Q1", 6.3
"Estonia", "2015-Q2", 6.6
"Estonia", "2015-Q3", 5.6
"Estonia", "2015-Q4", 6.366667
"Estonia", "2016-Q1", 6.2
"Estonia", "2016-Q2", 6.733333
"Estonia", "2016-Q3", 7.4
"Israel", "1995-Q1", 7.228455
"Israel", "1995-Q2", 6.569006
"Israel", "1995-Q3", 6.703467
"Israel", "1995-Q4", 6.825059
"Israel", "1996-Q1", 6.495702
"Israel", "1996-Q2", 6.313071
"Israel", "1996-Q3", 6.654221
"Israel", "1996-Q4", 7.070201
"Israel", "1997-Q1", 7.222445
"Israel", "1997-Q2", 7.664562
"Israel", "1997-Q3", 7.954044
"Israel", "1997-Q4", 8.72161
"Israel", "1998-Q1", 8.72161
"Israel", "1998-Q2", 9.085989
"Israel", "1998-Q3", 8.202369
"Israel", "1998-Q4", 8.051729
"Israel", "1999-Q1", 8.646311
"Israel", "1999-Q2", 8.978733
"Israel", "1999-Q3", 8.850125
"Israel", "1999-Q4", 8.731811
"Israel", "2000-Q1", 8.583014
"Israel", "2000-Q2", 8.730902
"Israel", "2000-Q3", 8.886909
"Israel", "2000-Q4", 8.840213
"Israel", "2001-Q1", 8.610055
"Israel", "2001-Q2", 8.88157
"Israel", "2001-Q3", 9.51546
"Israel", "2001-Q4", 10.1992
"Israel", "2002-Q1", 10.36528
"Israel", "2002-Q2", 10.33716
"Israel", "2002-Q3", 10.27996
"Israel", "2002-Q4", 10.14563
"Israel", "2003-Q1", 10.65303
"Israel", "2003-Q2", 10.32521
"Israel", "2003-Q3", 10.82036
"Israel", "2003-Q4", 10.8832
"Israel", "2004-Q1", 10.9159
"Israel", "2004-Q2", 10.44074
"Israel", "2004-Q3", 10.12025
"Israel", "2004-Q4", 9.746686
"Israel", "2005-Q1", 9.399911
"Israel", "2005-Q2", 9.02829
"Israel", "2005-Q3", 8.807969
"Israel", "2005-Q4", 8.952209
"Israel", "2006-Q1", 8.693213
"Israel", "2006-Q2", 8.640979
"Israel", "2006-Q3", 8.334103
"Israel", "2006-Q4", 7.822766
"Israel", "2007-Q1", 7.663089
"Israel", "2007-Q2", 7.552183
"Israel", "2007-Q3", 7.181745
"Israel", "2007-Q4", 6.713046
"Israel", "2008-Q1", 6.197748
"Israel", "2008-Q2", 5.995101
"Israel", "2008-Q3", 5.965548
"Israel", "2008-Q4", 6.399819
"Israel", "2009-Q1", 7.469288
"Israel", "2009-Q2", 7.922165
"Israel", "2009-Q3", 7.67085
"Israel", "2009-Q4", 7.204072
"Israel", "2010-Q1", 6.863624
"Israel", "2010-Q2", 6.548932
"Israel", "2010-Q3", 6.644068
"Israel", "2010-Q4", 6.461596
"Israel", "2011-Q1", 5.953878
"Israel", "2011-Q2", 5.463726
"Israel", "2011-Q3", 5.6
"Israel", "2011-Q4", 5.4
"Israel", "2012-Q1", 6.884751
"Israel", "2012-Q2", 6.940573
"Israel", "2012-Q3", 6.632474
"Israel", "2012-Q4", 6.962192
"Israel", "2013-Q1", 6.738754
"Israel", "2013-Q2", 6.633962
"Israel", "2013-Q3", 5.951654
"Israel", "2013-Q4", 5.709611
"Israel", "2014-Q1", 5.784703
"Israel", "2014-Q2", 6.095696
"Israel", "2014-Q3", 6.14779
"Israel", "2014-Q4", 5.667279
"Israel", "2015-Q1", 5.352773
"Israel", "2015-Q2", 5.188931
"Israel", "2015-Q3", 5.217515
"Israel", "2015-Q4", 5.259859
"Israel", "2016-Q1", 5.182502
"Israel", "2016-Q2", 4.793639
"Israel", "2016-Q3", 4.71156
"Israel", "2016-Q4", 4.425909
"Slovenia", "1996-Q1", 7.1
"Slovenia", "1996-Q2", 6.966667
"Slovenia", "1996-Q3", 6.766667
"Slovenia", "1996-Q4", 6.8
"Slovenia", "1997-Q1", 6.733333
"Slovenia", "1997-Q2", 6.8
"Slovenia", "1997-Q3", 7.066667
"Slovenia", "1997-Q4", 7.133333
"Slovenia", "1998-Q1", 7.333333
"Slovenia", "1998-Q2", 7.4
"Slovenia", "1998-Q3", 7.4
"Slovenia", "1998-Q4", 7.4
"Slovenia", "1999-Q1", 7.266667
"Slovenia", "1999-Q2", 7.433333
"Slovenia", "1999-Q3", 7.5
"Slovenia", "1999-Q4", 7.266667
"Slovenia", "2000-Q1", 6.8
"Slovenia", "2000-Q2", 7.166667
"Slovenia", "2000-Q3", 6.8
"Slovenia", "2000-Q4", 6.233333
"Slovenia", "2001-Q1", 6.066667
"Slovenia", "2001-Q2", 5.933333
"Slovenia", "2001-Q3", 6.066667
"Slovenia", "2001-Q4", 6.7
"Slovenia", "2002-Q1", 6.566667
"Slovenia", "2002-Q2", 6.233333
"Slovenia", "2002-Q3", 6.233333
"Slovenia", "2002-Q4", 6.366667
"Slovenia", "2003-Q1", 6.633333
"Slovenia", "2003-Q2", 6.8
"Slovenia", "2003-Q3", 6.8
"Slovenia", "2003-Q4", 6.566667
"Slovenia", "2004-Q1", 6.5
"Slovenia", "2004-Q2", 6.3
"Slovenia", "2004-Q3", 6.2
"Slovenia", "2004-Q4", 6.333333
"Slovenia", "2005-Q1", 6.433333
"Slovenia", "2005-Q2", 6.033333
"Slovenia", "2005-Q3", 6.566667
"Slovenia", "2005-Q4", 7.066667
"Slovenia", "2006-Q1", 6.533333
"Slovenia", "2006-Q2", 6.166667
"Slovenia", "2006-Q3", 5.766667
"Slovenia", "2006-Q4", 5.466667
"Slovenia", "2007-Q1", 5.266667
"Slovenia", "2007-Q2", 4.8
"Slovenia", "2007-Q3", 4.6
"Slovenia", "2007-Q4", 4.7
"Slovenia", "2008-Q1", 4.666667
"Slovenia", "2008-Q2", 4.366667
"Slovenia", "2008-Q3", 4.266667
"Slovenia", "2008-Q4", 4.266667
"Slovenia", "2009-Q1", 4.933333
"Slovenia", "2009-Q2", 5.8
"Slovenia", "2009-Q3", 6.433333
"Slovenia", "2009-Q4", 6.433333
"Slovenia", "2010-Q1", 6.7
"Slovenia", "2010-Q2", 7.333333
"Slovenia", "2010-Q3", 7.333333
"Slovenia", "2010-Q4", 7.766667
"Slovenia", "2011-Q1", 8.0
"Slovenia", "2011-Q2", 7.933333
"Slovenia", "2011-Q3", 8.2
"Slovenia", "2011-Q4", 8.7
"Slovenia", "2012-Q1", 8.066667
"Slovenia", "2012-Q2", 8.433333
"Slovenia", "2012-Q3", 9.533334
"Slovenia", "2012-Q4", 9.5
"Slovenia", "2013-Q1", 10.5
"Slovenia", "2013-Q2", 10.63333
"Slovenia", "2013-Q3", 9.833333
"Slovenia", "2013-Q4", 9.633333
"Slovenia", "2014-Q1", 10.2
"Slovenia", "2014-Q2", 9.6
"Slovenia", "2014-Q3", 9.666667
"Slovenia", "2014-Q4", 9.5
"Slovenia", "2015-Q1", 9.166667
"Slovenia", "2015-Q2", 9.466666
"Slovenia", "2015-Q3", 8.966666
"Slovenia", "2015-Q4", 8.4
"Slovenia", "2016-Q1", 8.333333
"Slovenia", "2016-Q2", 8.0
"Slovenia", "2016-Q3", 7.766667
"Slovenia", "2016-Q4", 7.566667
"European Union (28 countries)", "2000-Q1", 9.2
"European Union (28 countries)", "2000-Q2", 9.066667
"European Union (28 countries)", "2000-Q3", 8.933333
"European Union (28 countries)", "2000-Q4", 8.766666
"European Union (28 countries)", "2001-Q1", 8.7
"European Union (28 countries)", "2001-Q2", 8.7
"European Union (28 countries)", "2001-Q3", 8.733334
"European Union (28 countries)", "2001-Q4", 8.866667
"European Union (28 countries)", "2002-Q1", 8.966666
"European Union (28 countries)", "2002-Q2", 9.033334
"European Union (28 countries)", "2002-Q3", 9.1
"European Union (28 countries)", "2002-Q4", 9.1
"European Union (28 countries)", "2003-Q1", 9.1
"European Union (28 countries)", "2003-Q2", 9.133333
"European Union (28 countries)", "2003-Q3", 9.2
"European Union (28 countries)", "2003-Q4", 9.233334
"European Union (28 countries)", "2004-Q1", 9.3
"European Union (28 countries)", "2004-Q2", 9.266666
"European Union (28 countries)", "2004-Q3", 9.2
"European Union (28 countries)", "2004-Q4", 9.166667
"European Union (28 countries)", "2005-Q1", 9.066667
"European Union (28 countries)", "2005-Q2", 9.1
"European Union (28 countries)", "2005-Q3", 8.933333
"European Union (28 countries)", "2005-Q4", 8.866667
"European Union (28 countries)", "2006-Q1", 8.6
"European Union (28 countries)", "2006-Q2", 8.3
"European Union (28 countries)", "2006-Q3", 8.1
"European Union (28 countries)", "2006-Q4", 7.833333
"European Union (28 countries)", "2007-Q1", 7.5
"European Union (28 countries)", "2007-Q2", 7.233333
"European Union (28 countries)", "2007-Q3", 7.133333
"European Union (28 countries)", "2007-Q4", 6.933333
"European Union (28 countries)", "2008-Q1", 6.833333
"European Union (28 countries)", "2008-Q2", 6.866667
"European Union (28 countries)", "2008-Q3", 7.033333
"European Union (28 countries)", "2008-Q4", 7.433333
"European Union (28 countries)", "2009-Q1", 8.333333
"European Union (28 countries)", "2009-Q2", 8.9
"European Union (28 countries)", "2009-Q3", 9.2
"European Union (28 countries)", "2009-Q4", 9.433333
"European Union (28 countries)", "2010-Q1", 9.666667
"European Union (28 countries)", "2010-Q2", 9.666667
"European Union (28 countries)", "2010-Q3", 9.6
"European Union (28 countries)", "2010-Q4", 9.6
"European Union (28 countries)", "2011-Q1", 9.5
"European Union (28 countries)", "2011-Q2", 9.466666
"European Union (28 countries)", "2011-Q3", 9.7
"European Union (28 countries)", "2011-Q4", 10.0
"European Union (28 countries)", "2012-Q1", 10.2
"European Union (28 countries)", "2012-Q2", 10.4
"European Union (28 countries)", "2012-Q3", 10.53333
"European Union (28 countries)", "2012-Q4", 10.76667
"European Union (28 countries)", "2013-Q1", 10.93333
"European Union (28 countries)", "2013-Q2", 10.93333
"European Union (28 countries)", "2013-Q3", 10.86667
"European Union (28 countries)", "2013-Q4", 10.7
"European Union (28 countries)", "2014-Q1", 10.56667
"European Union (28 countries)", "2014-Q2", 10.3
"European Union (28 countries)", "2014-Q3", 10.13333
"European Union (28 countries)", "2014-Q4", 9.966666
"European Union (28 countries)", "2015-Q1", 9.733334
"European Union (28 countries)", "2015-Q2", 9.566667
"European Union (28 countries)", "2015-Q3", 9.3
"European Union (28 countries)", "2015-Q4", 9.033334
"European Union (28 countries)", "2016-Q1", 8.866667
"European Union (28 countries)", "2016-Q2", 8.633333
"European Union (28 countries)", "2016-Q3", 8.466666
"European Union (28 countries)", "2016-Q4", 8.233334
"G7", "1991-Q1", 6.13048
"G7", "1991-Q2", 6.315892
"G7", "1991-Q3", 6.426266
"G7", "1991-Q4", 6.587004
"G7", "1992-Q1", 6.775599
"G7", "1992-Q2", 6.968053
"G7", "1992-Q3", 7.123469
"G7", "1992-Q4", 7.141319
"G7", "1993-Q1", 7.120183
"G7", "1993-Q2", 7.218358
"G7", "1993-Q3", 7.183365
"G7", "1993-Q4", 7.234216
"G7", "1994-Q1", 7.238219
"G7", "1994-Q2", 7.042405
"G7", "1994-Q3", 6.920753
"G7", "1994-Q4", 6.719506
"G7", "1995-Q1", 6.640984
"G7", "1995-Q2", 6.70415
"G7", "1995-Q3", 6.748192
"G7", "1995-Q4", 6.752115
"G7", "1996-Q1", 6.762063
"G7", "1996-Q2", 6.776938
"G7", "1996-Q3", 6.685776
"G7", "1996-Q4", 6.734991
"G7", "1997-Q1", 6.67381
"G7", "1997-Q2", 6.569978
"G7", "1997-Q3", 6.458393
"G7", "1997-Q4", 6.382496
"G7", "1998-Q1", 6.352675
"G7", "1998-Q2", 6.336863
"G7", "1998-Q3", 6.374903
"G7", "1998-Q4", 6.333378
"G7", "1999-Q1", 6.250251
"G7", "1999-Q2", 6.19725
"G7", "1999-Q3", 6.101848
"G7", "1999-Q4", 5.910927
"G7", "2000-Q1", 5.847507
"G7", "2000-Q2", 5.686044
"G7", "2000-Q3", 5.639173
"G7", "2000-Q4", 5.531595
"G7", "2001-Q1", 5.612834
"G7", "2001-Q2", 5.703885
"G7", "2001-Q3", 5.939653
"G7", "2001-Q4", 6.32151
"G7", "2002-Q1", 6.387226
"G7", "2002-Q2", 6.496037
"G7", "2002-Q3", 6.469767
"G7", "2002-Q4", 6.525888
"G7", "2003-Q1", 6.582925
"G7", "2003-Q2", 6.727207
"G7", "2003-Q3", 6.658934
"G7", "2003-Q4", 6.514927
"G7", "2004-Q1", 6.442291
"G7", "2004-Q2", 6.372588
"G7", "2004-Q3", 6.298485
"G7", "2004-Q4", 6.287316
"G7", "2005-Q1", 6.230586
"G7", "2005-Q2", 6.178177
"G7", "2005-Q3", 6.097638
"G7", "2005-Q4", 6.114021
"G7", "2006-Q1", 5.922994
"G7", "2006-Q2", 5.806678
"G7", "2006-Q3", 5.752775
"G7", "2006-Q4", 5.557136
"G7", "2007-Q1", 5.508626
"G7", "2007-Q2", 5.347386
"G7", "2007-Q3", 5.397385
"G7", "2007-Q4", 5.393114
"G7", "2008-Q1", 5.441094
"G7", "2008-Q2", 5.600912
"G7", "2008-Q3", 5.916255
"G7", "2008-Q4", 6.392932
"G7", "2009-Q1", 7.343881
"G7", "2009-Q2", 8.03684
"G7", "2009-Q3", 8.280766
"G7", "2009-Q4", 8.381166
"G7", "2010-Q1", 8.308065
"G7", "2010-Q2", 8.179271
"G7", "2010-Q3", 8.026464
"G7", "2010-Q4", 8.018327
"G7", "2011-Q1", 7.696077
"G7", "2011-Q2", 7.670691
"G7", "2011-Q3", 7.642206
"G7", "2011-Q4", 7.553429
"G7", "2012-Q1", 7.441785
"G7", "2012-Q2", 7.409317
"G7", "2012-Q3", 7.313559
"G7", "2012-Q4", 7.28389
"G7", "2013-Q1", 7.307499
"G7", "2013-Q2", 7.189761
"G7", "2013-Q3", 7.038949
"G7", "2013-Q4", 6.844956
"G7", "2014-Q1", 6.657369
"G7", "2014-Q2", 6.393069
"G7", "2014-Q3", 6.339902
"G7", "2014-Q4", 6.139079
"G7", "2015-Q1", 5.987793
"G7", "2015-Q2", 5.899491
"G7", "2015-Q3", 5.723349
"G7", "2015-Q4", 5.613865
"G7", "2016-Q1", 5.562793
"G7", "2016-Q2", 5.457921
"G7", "2016-Q3", 5.451631
"G7", "2016-Q4", 5.335461
"OECD - Total", "1998-Q2", 6.772617
"OECD - Total", "1998-Q3", 6.839504
"OECD - Total", "1998-Q4", 6.802426
"OECD - Total", "1999-Q1", 6.673346
"OECD - Total", "1999-Q2", 6.658057
"OECD - Total", "1999-Q3", 6.601263
"OECD - Total", "1999-Q4", 6.437991
"OECD - Total", "2000-Q1", 6.332379
"OECD - Total", "2000-Q2", 6.171764
"OECD - Total", "2000-Q3", 6.105195
"OECD - Total", "2000-Q4", 5.998462
"OECD - Total", "2001-Q1", 6.122581
"OECD - Total", "2001-Q2", 6.190243
"OECD - Total", "2001-Q3", 6.400643
"OECD - Total", "2001-Q4", 6.723559
"OECD - Total", "2002-Q1", 6.803645
"OECD - Total", "2002-Q2", 6.885284
"OECD - Total", "2002-Q3", 6.927701
"OECD - Total", "2002-Q4", 6.967725
"OECD - Total", "2003-Q1", 7.008377
"OECD - Total", "2003-Q2", 7.115592
"OECD - Total", "2003-Q3", 7.077775
"OECD - Total", "2003-Q4", 6.978289
"OECD - Total", "2004-Q1", 7.022068
"OECD - Total", "2004-Q2", 6.932792
"OECD - Total", "2004-Q3", 6.885095
"OECD - Total", "2004-Q4", 6.816536
"OECD - Total", "2005-Q1", 6.690866
"OECD - Total", "2005-Q2", 6.667712
"OECD - Total", "2005-Q3", 6.552837
"OECD - Total", "2005-Q4", 6.500597
"OECD - Total", "2006-Q1", 6.288979
"OECD - Total", "2006-Q2", 6.119498
"OECD - Total", "2006-Q3", 6.036267
"OECD - Total", "2006-Q4", 5.850657
"OECD - Total", "2007-Q1", 5.746837
"OECD - Total", "2007-Q2", 5.572891
"OECD - Total", "2007-Q3", 5.599203
"OECD - Total", "2007-Q4", 5.595486
"OECD - Total", "2008-Q1", 5.591604
"OECD - Total", "2008-Q2", 5.711208
"OECD - Total", "2008-Q3", 6.010051
"OECD - Total", "2008-Q4", 6.552145
"OECD - Total", "2009-Q1", 7.521304
"OECD - Total", "2009-Q2", 8.172954
"OECD - Total", "2009-Q3", 8.404018
"OECD - Total", "2009-Q4", 8.454094
"OECD - Total", "2010-Q1", 8.492298
"OECD - Total", "2010-Q2", 8.353925
"OECD - Total", "2010-Q3", 8.236357
"OECD - Total", "2010-Q4", 8.219913
"OECD - Total", "2011-Q1", 7.972972
"OECD - Total", "2011-Q2", 7.944949
"OECD - Total", "2011-Q3", 7.959717
"OECD - Total", "2011-Q4", 7.934487
"OECD - Total", "2012-Q1", 7.927463
"OECD - Total", "2012-Q2", 7.944675
"OECD - Total", "2012-Q3", 7.938676
"OECD - Total", "2012-Q4", 8.001969
"OECD - Total", "2013-Q1", 8.05507
"OECD - Total", "2013-Q2", 7.97248
"OECD - Total", "2013-Q3", 7.859316
