country, quarter, value$
"Portugal", "2016-Q3", 10.9
"Portugal", "2016-Q4", 10.43333
"Slovak Republic", "1998-Q1", 12.13333
"Slovak Republic", "1998-Q2", 12.33333
"Slovak Republic", "1998-Q3", 13.06667
"Slovak Republic", "1998-Q4", 13.36667
"Slovak Republic", "1999-Q1", 14.76667
"Slovak Republic", "1999-Q2", 16.1
"Slovak Republic", "1999-Q3", 17.03333
"Slovak Republic", "1999-Q4", 18.03333
"Slovak Republic", "2000-Q1", 18.5
"Slovak Republic", "2000-Q2", 19.16667
"Slovak Republic", "2000-Q3", 18.96667
"Slovak Republic", "2000-Q4", 18.96667
"Slovak Republic", "2001-Q1", 19.36667
"Slovak Republic", "2001-Q2", 19.53333
"Slovak Republic", "2001-Q3", 19.46667
"Slovak Republic", "2001-Q4", 19.46667
"Slovak Republic", "2002-Q1", 19.03333
"Slovak Republic", "2002-Q2", 18.93333
"Slovak Republic", "2002-Q3", 18.73333
"Slovak Republic", "2002-Q4", 18.56667
"Slovak Republic", "2003-Q1", 18.0
"Slovak Republic", "2003-Q2", 17.36667
"Slovak Republic", "2003-Q3", 17.5
"Slovak Republic", "2003-Q4", 17.96667
"Slovak Republic", "2004-Q1", 18.9
"Slovak Republic", "2004-Q2", 18.8
"Slovak Republic", "2004-Q3", 18.03333
"Slovak Republic", "2004-Q4", 17.7
"Slovak Republic", "2005-Q1", 17.13333
"Slovak Republic", "2005-Q2", 16.56667
"Slovak Republic", "2005-Q3", 16.06667
"Slovak Republic", "2005-Q4", 15.7
"Slovak Republic", "2006-Q1", 14.66667
"Slovak Republic", "2006-Q2", 13.7
"Slovak Republic", "2006-Q3", 13.06667
"Slovak Republic", "2006-Q4", 12.36667
"Slovak Republic", "2007-Q1", 11.5
"Slovak Republic", "2007-Q2", 11.3
"Slovak Republic", "2007-Q3", 11.43333
"Slovak Republic", "2007-Q4", 10.7
"Slovak Republic", "2008-Q1", 10.3
"Slovak Republic", "2008-Q2", 10.06667
"Slovak Republic", "2008-Q3", 9.066667
"Slovak Republic", "2008-Q4", 8.966666
"Slovak Republic", "2009-Q1", 10.2
"Slovak Republic", "2009-Q2", 11.33333
"Slovak Republic", "2009-Q3", 12.76667
"Slovak Republic", "2009-Q4", 14.06667
"Slovak Republic", "2010-Q1", 14.83333
"Slovak Republic", "2010-Q2", 14.6
"Slovak Republic", "2010-Q3", 14.43333
"Slovak Republic", "2010-Q4", 14.03333
"Slovak Republic", "2011-Q1", 13.73333
"Slovak Republic", "2011-Q2", 13.46667
"Slovak Republic", "2011-Q3", 13.6
"Slovak Republic", "2011-Q4", 14.03333
"Slovak Republic", "2012-Q1", 13.73333
"Slovak Republic", "2012-Q2", 13.8
"Slovak Republic", "2012-Q3", 13.93333
"Slovak Republic", "2012-Q4", 14.33333
"Slovak Republic", "2013-Q1", 14.2
"Slovak Republic", "2013-Q2", 14.26667
"Slovak Republic", "2013-Q3", 14.26667
"Slovak Republic", "2013-Q4", 14.2
"Slovak Republic", "2014-Q1", 13.8
"Slovak Republic", "2014-Q2", 13.4
"Slovak Republic", "2014-Q3", 12.96667
"Slovak Republic", "2014-Q4", 12.56667
"Slovak Republic", "2015-Q1", 12.2
"Slovak Republic", "2015-Q2", 11.53333
"Slovak Republic", "2015-Q3", 11.33333
"Slovak Republic", "2015-Q4", 10.9
"Slovak Republic", "2016-Q1", 10.23333
"Slovak Republic", "2016-Q2", 9.9
"Slovak Republic", "2016-Q3", 9.533334
"Slovak Republic", "2016-Q4", 9.0
"Spain", "1986-Q2", 20.5
"Spain", "1986-Q3", 20.33333
"Spain", "1986-Q4", 20.23333
"Spain", "1987-Q1", 20.06667
"Spain", "1987-Q2", 19.7
"Spain", "1987-Q3", 19.7
"Spain", "1987-Q4", 19.43333
"Spain", "1988-Q1", 19.2
"Spain", "1988-Q2", 19.06667
"Spain", "1988-Q3", 18.66667
"Spain", "1988-Q4", 17.76667
"Spain", "1989-Q1", 17.3
"Spain", "1989-Q2", 16.66667
"Spain", "1989-Q3", 16.13333
"Spain", "1989-Q4", 16.1
"Spain", "1990-Q1", 15.76667
"Spain", "1990-Q2", 15.56667
"Spain", "1990-Q3", 15.3
"Spain", "1990-Q4", 15.3
"Spain", "1991-Q1", 15.1
"Spain", "1991-Q2", 15.3
"Spain", "1991-Q3", 15.76667
"Spain", "1991-Q4", 15.9
"Spain", "1992-Q1", 16.13333
"Spain", "1992-Q2", 16.53333
"Spain", "1992-Q3", 17.2
"Spain", "1992-Q4", 18.4
"Spain", "1993-Q1", 19.56667
"Spain", "1993-Q2", 20.5
"Spain", "1993-Q3", 21.4
"Spain", "1993-Q4", 21.86667
"Spain", "1994-Q1", 22.23333
"Spain", "1994-Q2", 22.2
"Spain", "1994-Q3", 22.03333
"Spain", "1994-Q4", 21.73333
"Spain", "1995-Q1", 21.16667
"Spain", "1995-Q2", 20.56667
"Spain", "1995-Q3", 20.8
"Spain", "1995-Q4", 20.63333
"Spain", "1996-Q1", 20.4
"Spain", "1996-Q2", 20.03333
"Spain", "1996-Q3", 19.86667
"Spain", "1996-Q4", 19.23333
"Spain", "1997-Q1", 18.66667
"Spain", "1997-Q2", 18.76667
"Spain", "1997-Q3", 18.4
"Spain", "1997-Q4", 17.7
"Spain", "1998-Q1", 16.83333
"Spain", "1998-Q2", 16.76667
"Spain", "1998-Q3", 16.43333
"Spain", "1998-Q4", 15.63333
"Spain", "1999-Q1", 14.33333
"Spain", "1999-Q2", 13.66667
"Spain", "1999-Q3", 13.46667
"Spain", "1999-Q4", 13.03333
"Spain", "2000-Q1", 12.4
"Spain", "2000-Q2", 12.0
"Spain", "2000-Q3", 11.83333
"Spain", "2000-Q4", 11.36667
"Spain", "2001-Q1", 10.66667
"Spain", "2001-Q2", 10.56667
"Spain", "2001-Q3", 10.5
"Spain", "2001-Q4", 10.53333
"Spain", "2002-Q1", 11.23333
"Spain", "2002-Q2", 11.33333
"Spain", "2002-Q3", 11.73333
"Spain", "2002-Q4", 11.56667
"Spain", "2003-Q1", 11.66667
"Spain", "2003-Q2", 11.46667
"Spain", "2003-Q3", 11.56667
"Spain", "2003-Q4", 11.36667
"Spain", "2004-Q1", 11.2
"Spain", "2004-Q2", 11.2
"Spain", "2004-Q3", 11.0
"Spain", "2004-Q4", 10.53333
"Spain", "2005-Q1", 9.866667
"Spain", "2005-Q2", 9.366667
"Spain", "2005-Q3", 8.633333
"Spain", "2005-Q4", 8.7
"Spain", "2006-Q1", 8.733334
"Spain", "2006-Q2", 8.5
"Spain", "2006-Q3", 8.333333
"Spain", "2006-Q4", 8.3
"Spain", "2007-Q1", 8.166667
"Spain", "2007-Q2", 7.966667
"Spain", "2007-Q3", 8.233334
"Spain", "2007-Q4", 8.6
"Spain", "2008-Q1", 9.266666
"Spain", "2008-Q2", 10.36667
"Spain", "2008-Q3", 11.56667
"Spain", "2008-Q4", 13.83333
"Spain", "2009-Q1", 16.7
"Spain", "2009-Q2", 17.8
"Spain", "2009-Q3", 18.23333
"Spain", "2009-Q4", 18.8
"Spain", "2010-Q1", 19.26667
"Spain", "2010-Q2", 19.93333
"Spain", "2010-Q3", 20.06667
"Spain", "2010-Q4", 20.23333
"Spain", "2011-Q1", 20.5
"Spain", "2011-Q2", 20.73333
"Spain", "2011-Q3", 21.73333
"Spain", "2011-Q4", 22.63333
"Spain", "2012-Q1", 23.56667
"Spain", "2012-Q2", 24.53333
"Spain", "2012-Q3", 25.3
"Spain", "2012-Q4", 25.86667
"Spain", "2013-Q1", 26.26667
"Spain", "2013-Q2", 26.23333
"Spain", "2013-Q3", 26.16667
"Spain", "2013-Q4", 25.76667
"Spain", "2014-Q1", 25.3
"Spain", "2014-Q2", 24.66667
"Spain", "2014-Q3", 24.13333
"Spain", "2014-Q4", 23.73333
"Spain", "2015-Q1", 23.16667
"Spain", "2015-Q2", 22.5
"Spain", "2015-Q3", 21.63333
"Spain", "2015-Q4", 20.93333
"Spain", "2016-Q1", 20.46667
"Spain", "2016-Q2", 20.1
"Spain", "2016-Q3", 19.3
"Spain", "2016-Q4", 18.66667
"Sweden", "1983-Q1", 3.6
"Sweden", "1983-Q2", 3.666667
"Sweden", "1983-Q3", 3.766667
"Sweden", "1983-Q4", 3.666667
"Sweden", "1984-Q1", 3.466667
"Sweden", "1984-Q2", 3.333333
"Sweden", "1984-Q3", 3.133333
"Sweden", "1984-Q4", 3.066667
"Sweden", "1985-Q1", 3.0
"Sweden", "1985-Q2", 2.966667
"Sweden", "1985-Q3", 2.8
"Sweden", "1985-Q4", 2.7
"Sweden", "1986-Q1", 2.833333
"Sweden", "1986-Q2", 2.666667
"Sweden", "1986-Q3", 2.566667
"Sweden", "1986-Q4", 2.633333
"Sweden", "1987-Q1", 2.366667
"Sweden", "1987-Q2", 2.3
"Sweden", "1987-Q3", 2.166667
"Sweden", "1987-Q4", 1.9
"Sweden", "1988-Q1", 1.9
"Sweden", "1988-Q2", 1.833333
"Sweden", "1988-Q3", 1.833333
"Sweden", "1988-Q4", 1.633333
"Sweden", "1989-Q1", 1.6
"Sweden", "1989-Q2", 1.566667
"Sweden", "1989-Q3", 1.433333
"Sweden", "1989-Q4", 1.566667
"Sweden", "1990-Q1", 1.433333
"Sweden", "1990-Q2", 1.533333
"Sweden", "1990-Q3", 1.766667
"Sweden", "1990-Q4", 2.166667
"Sweden", "1991-Q1", 2.433333
"Sweden", "1991-Q2", 2.733333
"Sweden", "1991-Q3", 3.366667
"Sweden", "1991-Q4", 3.866667
"Sweden", "1992-Q1", 4.566667
"Sweden", "1992-Q2", 5.266667
"Sweden", "1992-Q3", 5.966667
"Sweden", "1992-Q4", 6.5
"Sweden", "1993-Q1", 7.7
"Sweden", "1993-Q2", 9.033334
"Sweden", "1993-Q3", 9.633333
"Sweden", "1993-Q4", 9.8
"Sweden", "1994-Q1", 9.733334
"Sweden", "1994-Q2", 9.366667
"Sweden", "1994-Q3", 9.233334
"Sweden", "1994-Q4", 9.0
"Sweden", "1995-Q1", 8.833333
"Sweden", "1995-Q2", 8.7
"Sweden", "1995-Q3", 8.666667
"Sweden", "1995-Q4", 8.966666
"Sweden", "1996-Q1", 9.0
"Sweden", "1996-Q2", 9.5
"Sweden", "1996-Q3", 9.733334
"Sweden", "1996-Q4", 9.933333
"Sweden", "1997-Q1", 10.26667
"Sweden", "1997-Q2", 10.3
"Sweden", "1997-Q3", 9.733334
"Sweden", "1997-Q4", 9.133333
"Sweden", "1998-Q1", 8.666667
"Sweden", "1998-Q2", 8.6
"Sweden", "1998-Q3", 8.0
"Sweden", "1998-Q4", 7.466667
"Sweden", "1999-Q1", 7.1
"Sweden", "1999-Q2", 6.766667
"Sweden", "1999-Q3", 6.633333
"Sweden", "1999-Q4", 6.333333
"Sweden", "2000-Q1", 6.066667
"Sweden", "2000-Q2", 5.766667
"Sweden", "2000-Q3", 5.433333
"Sweden", "2000-Q4", 5.1
"Sweden", "2001-Q1", 5.9
"Sweden", "2001-Q2", 5.7
"Sweden", "2001-Q3", 5.833333
"Sweden", "2001-Q4", 5.966667
"Sweden", "2002-Q1", 5.8
"Sweden", "2002-Q2", 5.8
"Sweden", "2002-Q3", 6.066667
"Sweden", "2002-Q4", 6.166667
"Sweden", "2003-Q1", 6.233333
"Sweden", "2003-Q2", 6.333333
"Sweden", "2003-Q3", 6.633333
"Sweden", "2003-Q4", 7.066667
"Sweden", "2004-Q1", 7.333333
"Sweden", "2004-Q2", 7.366667
"Sweden", "2004-Q3", 7.433333
"Sweden", "2004-Q4", 7.366667
"Sweden", "2005-Q1", 7.366667
"Sweden", "2005-Q2", 7.9
"Sweden", "2005-Q3", 7.766667
"Sweden", "2005-Q4", 7.633333
"Sweden", "2006-Q1", 7.466667
"Sweden", "2006-Q2", 7.333333
"Sweden", "2006-Q3", 6.9
"Sweden", "2006-Q4", 6.533333
"Sweden", "2007-Q1", 6.433333
"Sweden", "2007-Q2", 6.066667
"Sweden", "2007-Q3", 5.966667
"Sweden", "2007-Q4", 6.066667
"Sweden", "2008-Q1", 5.866667
"Sweden", "2008-Q2", 6.0
"Sweden", "2008-Q3", 6.166667
"Sweden", "2008-Q4", 6.7
"Sweden", "2009-Q1", 7.433333
"Sweden", "2009-Q2", 8.366667
"Sweden", "2009-Q3", 8.666667
"Sweden", "2009-Q4", 8.8
"Sweden", "2010-Q1", 8.933333
"Sweden", "2010-Q2", 8.766666
"Sweden", "2010-Q3", 8.5
"Sweden", "2010-Q4", 8.1
"Sweden", "2011-Q1", 7.9
"Sweden", "2011-Q2", 7.8
"Sweden", "2011-Q3", 7.633333
"Sweden", "2011-Q4", 7.766667
"Sweden", "2012-Q1", 7.733333
"Sweden", "2012-Q2", 7.866667
"Sweden", "2012-Q3", 8.1
"Sweden", "2012-Q4", 8.166667
"Sweden", "2013-Q1", 8.066667
"Sweden", "2013-Q2", 8.033334
"Sweden", "2013-Q3", 8.0
"Sweden", "2013-Q4", 7.966667
"Sweden", "2014-Q1", 8.033334
"Sweden", "2014-Q2", 7.933333
"Sweden", "2014-Q3", 7.866667
"Sweden", "2014-Q4", 7.8
"Sweden", "2015-Q1", 7.666667
"Sweden", "2015-Q2", 7.633333
"Sweden", "2015-Q3", 7.2
"Sweden", "2015-Q4", 7.1
"Sweden", "2016-Q1", 7.1
"Sweden", "2016-Q2", 6.8
"Sweden", "2016-Q3", 6.966667
"Sweden", "2016-Q4", 6.9
"Switzerland", "1999-Q2", 3.144907
"Switzerland", "2000-Q2", 2.664994
"Switzerland", "2001-Q2", 2.490901
"Switzerland", "2002-Q2", 2.92339
"Switzerland", "2003-Q2", 4.115555
"Switzerland", "2004-Q2", 4.316408
"Switzerland", "2005-Q2", 4.436162
"Switzerland", "2006-Q2", 3.99981
"Switzerland", "2007-Q2", 3.650983
"Switzerland", "2008-Q2", 3.350551
"Switzerland", "2009-Q2", 4.115744
"Switzerland", "2010-Q1", 5.139883
"Switzerland", "2010-Q2", 4.248563
"Switzerland", "2010-Q3", 4.64642
"Switzerland", "2010-Q4", 4.147302
"Switzerland", "2011-Q1", 4.387812
"Switzerland", "2011-Q2", 3.567093
"Switzerland", "2011-Q3", 4.165479
"Switzerland", "2011-Q4", 4.025239
"Switzerland", "2012-Q1", 4.312083
"Switzerland", "2012-Q2", 3.734367
"Switzerland", "2012-Q3", 4.322306
"Switzerland", "2012-Q4", 4.369371
"Switzerland", "2013-Q1", 4.63609
"Switzerland", "2013-Q2", 4.158851
"Switzerland", "2013-Q3", 4.670435
"Switzerland", "2013-Q4", 4.09173
"Switzerland", "2014-Q1", 4.826366
"Switzerland", "2014-Q2", 4.410178
"Switzerland", "2014-Q3", 4.828543
"Switzerland", "2014-Q4", 4.089335
"Switzerland", "2015-Q1", 4.401613
"Switzerland", "2015-Q2", 4.169712
"Switzerland", "2015-Q3", 4.917181
"Switzerland", "2015-Q4", 4.705447
"Switzerland", "2016-Q1", 5.081322
"Switzerland", "2016-Q2", 4.25436
"Switzerland", "2016-Q3", 4.83017
"Turkey", "2005-Q1", 8.9
"Turkey", "2005-Q2", 9.266666
"Turkey", "2005-Q3", 9.2
"Turkey", "2005-Q4", 9.4
"Turkey", "2006-Q1", 9.1
"Turkey", "2006-Q2", 8.733334
"Turkey", "2006-Q3", 8.6
"Turkey", "2006-Q4", 8.433333
"Turkey", "2007-Q1", 8.5
"Turkey", "2007-Q2", 8.866667
"Turkey", "2007-Q3", 8.833333
"Turkey", "2007-Q4", 9.1
"Turkey", "2008-Q1", 9.033334
"Turkey", "2008-Q2", 9.0
"Turkey", "2008-Q3", 9.7
"Turkey", "2008-Q4", 11.03333
"Turkey", "2009-Q1", 12.56667
"Turkey", "2009-Q2", 13.13333
"Turkey", "2009-Q3", 12.66667
"Turkey", "2009-Q4", 11.8
"Turkey", "2010-Q1", 11.53333
"Turkey", "2010-Q2", 10.66667
"Turkey", "2010-Q3", 10.46667
"Turkey", "2010-Q4", 9.9
"Turkey", "2011-Q1", 9.3
"Turkey", "2011-Q2", 9.2
"Turkey", "2011-Q3", 8.6
"Turkey", "2011-Q4", 8.2
"Turkey", "2012-Q1", 8.166667
"Turkey", "2012-Q2", 7.966667
"Turkey", "2012-Q3", 8.066667
"Turkey", "2012-Q4", 8.3
"Turkey", "2013-Q1", 8.466666
"Turkey", "2013-Q2", 8.666667
"Turkey", "2013-Q3", 9.033334
"Turkey", "2013-Q4", 8.733334
"Turkey", "2014-Q1", 9.366667
"Turkey", "2014-Q2", 9.633333
"Turkey", "2014-Q3", 10.3
"Turkey", "2014-Q4", 10.4
"Turkey", "2015-Q1", 10.3
"Turkey", "2015-Q2", 10.26667
"Turkey", "2015-Q3", 10.26667
"Turkey", "2015-Q4", 10.33333
"Turkey", "2016-Q1", 10.06667
"Turkey", "2016-Q2", 10.4
"Turkey", "2016-Q3", 11.33333
"United Kingdom", "1983-Q1", 10.76667
"United Kingdom", "1983-Q2", 10.96667
"United Kingdom", "1983-Q3", 10.9
"United Kingdom", "1983-Q4", 10.8
"United Kingdom", "1984-Q1", 10.73333
"United Kingdom", "1984-Q2", 10.73333
"United Kingdom", "1984-Q3", 10.93333
"United Kingdom", "1984-Q4", 11.06667
"United Kingdom", "1985-Q1", 11.2
"United Kingdom", "1985-Q2", 11.26667
"United Kingdom", "1985-Q3", 11.2
"United Kingdom", "1985-Q4", 11.16667
"United Kingdom", "1986-Q1", 11.16667
"United Kingdom", "1986-Q2", 11.3
"United Kingdom", "1986-Q3", 11.3
"United Kingdom", "1986-Q4", 11.2
"United Kingdom", "1987-Q1", 11.0
"United Kingdom", "1987-Q2", 10.63333
"United Kingdom", "1987-Q3", 10.13333
"United Kingdom", "1987-Q4", 9.6
"United Kingdom", "1988-Q1", 9.066667
"United Kingdom", "1988-Q2", 8.666667
"United Kingdom", "1988-Q3", 8.366667
"United Kingdom", "1988-Q4", 7.866667
"United Kingdom", "1989-Q1", 7.5
"United Kingdom", "1989-Q2", 7.1
"United Kingdom", "1989-Q3", 6.966667
"United Kingdom", "1989-Q4", 6.8
"United Kingdom", "1990-Q1", 6.766667
"United Kingdom", "1990-Q2", 6.733333
"United Kingdom", "1990-Q3", 6.833333
"United Kingdom", "1990-Q4", 7.166667
"United Kingdom", "1991-Q1", 7.766667
"United Kingdom", "1991-Q2", 8.466666
"United Kingdom", "1991-Q3", 8.933333
"United Kingdom", "1991-Q4", 9.1
"United Kingdom", "1992-Q1", 9.3
"United Kingdom", "1992-Q2", 9.666667
"United Kingdom", "1992-Q3", 9.833333
"United Kingdom", "1992-Q4", 10.2
"United Kingdom", "1993-Q1", 10.4
"United Kingdom", "1993-Q2", 10.2
"United Kingdom", "1993-Q3", 10.1
"United Kingdom", "1993-Q4", 10.06667
"United Kingdom", "1994-Q1", 9.766666
"United Kingdom", "1994-Q2", 9.466666
"United Kingdom", "1994-Q3", 9.2
"United Kingdom", "1994-Q4", 8.8
"United Kingdom", "1995-Q1", 8.7
"United Kingdom", "1995-Q2", 8.5
"United Kingdom", "1995-Q3", 8.433333
"United Kingdom", "1995-Q4", 8.266666
"United Kingdom", "1996-Q1", 8.133333
"United Kingdom", "1996-Q2", 8.066667
"United Kingdom", "1996-Q3", 7.866667
"United Kingdom", "1996-Q4", 7.566667
"United Kingdom", "1997-Q1", 7.2
"United Kingdom", "1997-Q2", 7.0
"United Kingdom", "1997-Q3", 6.7
"United Kingdom", "1997-Q4", 6.366667
"United Kingdom", "1998-Q1", 6.2
"United Kingdom", "1998-Q2", 6.133333
"United Kingdom", "1998-Q3", 6.1
"United Kingdom", "1998-Q4", 6.033333
"United Kingdom", "1999-Q1", 6.033333
"United Kingdom", "1999-Q2", 5.966667
"United Kingdom", "1999-Q3", 5.8
"United Kingdom", "1999-Q4", 5.766667
"United Kingdom", "2000-Q1", 5.666667
"United Kingdom", "2000-Q2", 5.466667
"United Kingdom", "2000-Q3", 5.233333
"United Kingdom", "2000-Q4", 5.133333
"United Kingdom", "2001-Q1", 5.0
"United Kingdom", "2001-Q2", 4.9
"United Kingdom", "2001-Q3", 5.0
"United Kingdom", "2001-Q4", 5.066667
"United Kingdom", "2002-Q1", 5.1
"United Kingdom", "2002-Q2", 5.133333
"United Kingdom", "2002-Q3", 5.166667
"United Kingdom", "2002-Q4", 5.066667
"United Kingdom", "2003-Q1", 5.066667
"United Kingdom", "2003-Q2", 4.933333
"United Kingdom", "2003-Q3", 4.966667
"United Kingdom", "2003-Q4", 4.866667
"United Kingdom", "2004-Q1", 4.7
"United Kingdom", "2004-Q2", 4.7
"United Kingdom", "2004-Q3", 4.6
"United Kingdom", "2004-Q4", 4.7
"United Kingdom", "2005-Q1", 4.633333
"United Kingdom", "2005-Q2", 4.666667
"United Kingdom", "2005-Q3", 4.7
"United Kingdom", "2005-Q4", 5.1
"United Kingdom", "2006-Q1", 5.2
"United Kingdom", "2006-Q2", 5.4
"United Kingdom", "2006-Q3", 5.4
"United Kingdom", "2006-Q4", 5.4
"United Kingdom", "2007-Q1", 5.5
"United Kingdom", "2007-Q2", 5.266667
"United Kingdom", "2007-Q3", 5.266667
"United Kingdom", "2007-Q4", 5.033333
"United Kingdom", "2008-Q1", 5.133333
"United Kingdom", "2008-Q2", 5.266667
"United Kingdom", "2008-Q3", 5.8
"United Kingdom", "2008-Q4", 6.3
"United Kingdom", "2009-Q1", 7.033333
"United Kingdom", "2009-Q2", 7.7
"United Kingdom", "2009-Q3", 7.8
"United Kingdom", "2009-Q4", 7.7
"United Kingdom", "2010-Q1", 7.933333
"United Kingdom", "2010-Q2", 7.766667
"United Kingdom", "2010-Q3", 7.7
"United Kingdom", "2010-Q4", 7.833333
"United Kingdom", "2011-Q1", 7.733333
"United Kingdom", "2011-Q2", 7.9
"United Kingdom", "2011-Q3", 8.266666
"United Kingdom", "2011-Q4", 8.366667
"United Kingdom", "2012-Q1", 8.133333
"United Kingdom", "2012-Q2", 7.933333
"United Kingdom", "2012-Q3", 7.8
"United Kingdom", "2012-Q4", 7.8
"United Kingdom", "2013-Q1", 7.766667
"United Kingdom", "2013-Q2", 7.7
"United Kingdom", "2013-Q3", 7.566667
"United Kingdom", "2013-Q4", 7.166667
"United Kingdom", "2014-Q1", 6.666667
"United Kingdom", "2014-Q2", 6.233333
"United Kingdom", "2014-Q3", 5.933333
"United Kingdom", "2014-Q4", 5.666667
"United Kingdom", "2015-Q1", 5.466667
"United Kingdom", "2015-Q2", 5.533333
"United Kingdom", "2015-Q3", 5.3
"United Kingdom", "2015-Q4", 5.0
"United Kingdom", "2016-Q1", 5.0
"United Kingdom", "2016-Q2", 4.866667
"United Kingdom", "2016-Q3", 4.766667
"United States", "1955-Q1", 4.733333
"United States", "1955-Q2", 4.4
"United States", "1955-Q3", 4.1
"United States", "1955-Q4", 4.233333
"United States", "1956-Q1", 4.033333
"United States", "1956-Q2", 4.2
"United States", "1956-Q3", 4.133333
"United States", "1956-Q4", 4.133333
"United States", "1957-Q1", 3.933333
"United States", "1957-Q2", 4.1
"United States", "1957-Q3", 4.233333
"United States", "1957-Q4", 4.933333
"United States", "1958-Q1", 6.3
"United States", "1958-Q2", 7.366667
"United States", "1958-Q3", 7.333333
"United States", "1958-Q4", 6.366667
"United States", "1959-Q1", 5.833333
"United States", "1959-Q2", 5.1
"United States", "1959-Q3", 5.266667
"United States", "1959-Q4", 5.6
"United States", "1960-Q1", 5.133333
"United States", "1960-Q2", 5.233333
"United States", "1960-Q3", 5.533333
"United States", "1960-Q4", 6.266667
"United States", "1961-Q1", 6.8
"United States", "1961-Q2", 7.0
"United States", "1961-Q3", 6.766667
"United States", "1961-Q4", 6.2
"United States", "1962-Q1", 5.633333
"United States", "1962-Q2", 5.533333
"United States", "1962-Q3", 5.566667
"United States", "1962-Q4", 5.533333
"United States", "1963-Q1", 5.766667
"United States", "1963-Q2", 5.733333
"United States", "1963-Q3", 5.5
"United States", "1963-Q4", 5.566667
"United States", "1964-Q1", 5.466667
"United States", "1964-Q2", 5.2
"United States", "1964-Q3", 5.0
"United States", "1964-Q4", 4.966667
"United States", "1965-Q1", 4.9
"United States", "1965-Q2", 4.666667
"United States", "1965-Q3", 4.366667
"United States", "1965-Q4", 4.1
"United States", "1966-Q1", 3.866667
"United States", "1966-Q2", 3.833333
"United States", "1966-Q3", 3.766667
"United States", "1966-Q4", 3.7
"United States", "1967-Q1", 3.833333
"United States", "1967-Q2", 3.833333
"United States", "1967-Q3", 3.8
"United States", "1967-Q4", 3.9
"United States", "1968-Q1", 3.733333
"United States", "1968-Q2", 3.566667
"United States", "1968-Q3", 3.533333
"United States", "1968-Q4", 3.4
"United States", "1969-Q1", 3.4
"United States", "1969-Q2", 3.433333
"United States", "1969-Q3", 3.566667
"United States", "1969-Q4", 3.566667
"United States", "1970-Q1", 4.166667
"United States", "1970-Q2", 4.766667
"United States", "1970-Q3", 5.166667
"United States", "1970-Q4", 5.833333
"United States", "1971-Q1", 5.933333
"United States", "1971-Q2", 5.9
"United States", "1971-Q3", 6.033333
"United States", "1971-Q4", 5.933333
"United States", "1972-Q1", 5.766667
"United States", "1972-Q2", 5.7
"United States", "1972-Q3", 5.566667
"United States", "1972-Q4", 5.366667
"United States", "1973-Q1", 4.933333
"United States", "1973-Q2", 4.933333
"United States", "1973-Q3", 4.8
"United States", "1973-Q4", 4.766667
"United States", "1974-Q1", 5.133333
"United States", "1974-Q2", 5.2
"United States", "1974-Q3", 5.633333
"United States", "1974-Q4", 6.6
"United States", "1975-Q1", 8.266666
"United States", "1975-Q2", 8.866667
"United States", "1975-Q3", 8.466666
"United States", "1975-Q4", 8.3
"United States", "1976-Q1", 7.733333
"United States", "1976-Q2", 7.566667
"United States", "1976-Q3", 7.733333
"United States", "1976-Q4", 7.766667
"United States", "1977-Q1", 7.5
"United States", "1977-Q2", 7.133333
"United States", "1977-Q3", 6.9
"United States", "1977-Q4", 6.666667
"United States", "1978-Q1", 6.333333
"United States", "1978-Q2", 6.0
"United States", "1978-Q3", 6.033333
"United States", "1978-Q4", 5.9
"United States", "1979-Q1", 5.866667
"United States", "1979-Q2", 5.7
"United States", "1979-Q3", 5.866667
"United States", "1979-Q4", 5.966667
"United States", "1980-Q1", 6.3
"United States", "1980-Q2", 7.333333
"United States", "1980-Q3", 7.666667
"United States", "1980-Q4", 7.4
"United States", "1981-Q1", 7.433333
"United States", "1981-Q2", 7.4
"United States", "1981-Q3", 7.4
"United States", "1981-Q4", 8.233334
"United States", "1982-Q1", 8.833333
"United States", "1982-Q2", 9.433333
"United States", "1982-Q3", 9.9
"United States", "1982-Q4", 10.66667
"United States", "1983-Q1", 10.36667
"United States", "1983-Q2", 10.13333
"United States", "1983-Q3", 9.366667
"United States", "1983-Q4", 8.533334
"United States", "1984-Q1", 7.866667
"United States", "1984-Q2", 7.433333
"United States", "1984-Q3", 7.433333
"United States", "1984-Q4", 7.3
"United States", "1985-Q1", 7.233333
"United States", "1985-Q2", 7.3
"United States", "1985-Q3", 7.2
"United States", "1985-Q4", 7.033333
"United States", "1986-Q1", 7.033333
"United States", "1986-Q2", 7.166667
"United States", "1986-Q3", 6.966667
"United States", "1986-Q4", 6.833333
"United States", "1987-Q1", 6.6
"United States", "1987-Q2", 6.266667
"United States", "1987-Q3", 6.0
"United States", "1987-Q4", 5.833333
"United States", "1988-Q1", 5.7
"United States", "1988-Q2", 5.466667
"United States", "1988-Q3", 5.466667
"United States", "1988-Q4", 5.333333
"United States", "1989-Q1", 5.2
"United States", "1989-Q2", 5.233333
"United States", "1989-Q3", 5.233333
"United States", "1989-Q4", 5.366667
"United States", "1990-Q1", 5.3
"United States", "1990-Q2", 5.333333
"United States", "1990-Q3", 5.7
"United States", "1990-Q4", 6.133333
"United States", "1991-Q1", 6.6
"United States", "1991-Q2", 6.833333
"United States", "1991-Q3", 6.866667
"United States", "1991-Q4", 7.1
